x, y
1030.318051372056, -0.21409040272761004
1040.945852999075, 0.6827802720858793
1053.8102127457723, 0.4070485771191308
1066.060289827574, 0.8007966782567602
1078.2297274861846, 0.5875164568072107
1091.2340203495955, 0.39688755359011596
1103.7853093944927, -0.03375755325254004
1115.995066764699, -0.18624042129426432
1130.026326399924, -0.23640414542753918
1142.214738040462, -0.23640414542753918
1155.6269715153096, -0.3916888903892244
1167.620899841093, -0.23235323903723448
1179.1807983302897, -0.20342301589980738
1194.5497236913882, -0.1860378759747492
1203.7853093944927, -0.13908111940046575
1216.8251784740175, -0.14441481281436697
1231.5205274766977, -0.13759578705735387
1245.4972369138818, -0.013367991088005793
1256.936176268292, -0.13445633460486772
1267.983777245452, -0.019140532694190027
1282.8688660674052, -0.35570333862201653
1293.0341768849464, 0.009013266718428614
1305.6993098214075, -0.2638490362218544
1318.6822569551503, -0.2713094554906659
1333.3752342100895, -0.38787428687168735
1346.521831937955, -0.5148364446544913
1357.6382135996016, -0.4387131620700131
1373.3462988876504, -0.4263578975795832
1382.4609254559684, -0.3306214765553792
1393.024689893983, -0.14330081355703328
1407.2338306097763, -0.07014819565877839
1421.7109788202927, -0.18519393714343568
1436.7597182363684, 0.15882928805320207
1447.1788060621873, 0.2885595652027142
1460.427388942912, 0.5719879823110423
1472.4758674667362, 0.698545049454816
1484.7899817375423, 0.8290855078823891
1495.403552878116, 0.8377611990682916
1508.590470317577, 0.681936333254566
1522.4865403315703, 0.5124734159268138
1534.9666769442401, 0.42439995949093623
1549.2896615515974, 0.255747223441245
1560.7262291582667, 0.1404989366370728
1573.5004624908095, -0.15258414070148185
1585.5963759694519, -0.3152955473787258
1598.119204041458, -0.3466563143503356
1608.2157341745133, -0.3606994565033925
1625.085975855608, -0.31090706545589564
1639.3828712378152, -0.30148870809843675
1648.5093565448378, -0.48887688620328773
1662.2180584872992, -0.473517199473382
1673.3439271399093, -0.33747425986564483
1686.4952683632569, -0.17493164095466351
1700.2442900173137, -0.1395874826992538
1711.948865118706, 0.09593896634371957
1724.1301615160212, 0.5774904634912064
1739.330692787515, 0.661074165344496
1751.279557906221, 0.8530533706916925
1762.9366980527952, 0.8963643115147018
1776.2232288973746, 0.8805995341457655
1788.1981832412305, 0.8805995341457655
1799.4212935512178, 0.9012253991830677
1812.4160994236654, 0.9722175336731596
1827.7375898299456, 0.9921007325389057
1839.783696606029, 0.4179522668197011
1853.131892891872, 0.4784458022482534
1864.6538434172141, 0.09924720656246855
1877.793325901857, -0.6666779191844174
1890.0457747313994, -2.645275630422307
1903.3773687830562, 1.0055024811801645
