x, y
1029.965923254788, -0.8901192400724436
1042.6136952396178, -0.626259556830475
1054.380386479437, -2.1088475890654057
1067.59422915797, -1.465024127578369
1078.674056376141, -0.7731035237203876
1090.1778444904328, -0.6767633795626649
1115.9968262145208, -0.5612062573689394
1103.7990685887016, -0.6494512039479283
1131.7710137461622, -0.664146540093107
1143.7224477228385, -0.3316600017016933
1156.5810159074153, -0.06393504394014915
1167.4429414359604, -0.4340533116164871
1179.2854245678234, -0.3872689039880397
1191.7981922449499, -0.49174071057845414
1205.5378411745376, -0.612220588056545
1221.1438654457068, -0.4505718904595788
1232.4913327826578, -0.30996341359652857
1245.1391047674877, -0.21712389541879906
1258.4808462638446, -0.27951526054138154
1269.0940796466202, -0.179674490403666
1283.1913715667902, -0.09595118571550132
1293.551175810544, 0.0423600053481783
1305.4220809019234, 0.1299485845559185
1318.7685593915332, 0.2522881695858805
1332.4205739459449, 0.4097798738316052
1345.2744051372692, 0.6722174277692017
1357.5432176618792, 0.5210706081122143
1372.5050108506753, 0.7969636931604085
1383.1679826626046, 0.9104787835324717
1396.9242110685768, 0.9768083528825464
1407.7221871882095, 0.9454121136244846
1421.3742017426214, 0.9224392556307812
1435.1754315844946, 0.8762382856656656
1445.0283775502048, 0.9490585990203106
1459.5306823934843, 0.9536531706190514
1475.1390751612798, 0.7659321024419294
1484.7741194373637, 0.7659321024419294
1497.1305663371495, 0.9373169160457508
1508.2719744676065, 0.8131176234639179
1522.1371537183916, 0.6975605012701922
1536.2368141351878, 0.7454388545173876
1553.1005101149608, 0.7835810917577275
1558.351467135629, 0.6968312041910272
1573.339313787315, 0.5892963498681185
1588.7203308789788, 0.4759635837658469
1596.5126847797446, 0.5192473654143015
1609.1154553286733, 0.27970973976249214
1623.3477515565464, 0.24211447533152608
1636.4834338464088, 0.20357112469764527
1651.6157587923035, 0.17243013941729135
1662.6553215678264, 0.11452395133157456
1674.7157063893155, 0.038640590244436
1685.2981493159486, -0.023969564001896204
1698.4551480754485, -0.042019666711234915
1713.810111704222, -0.1311762346391805
1722.194589761581, -0.14317317159144793
1738.7432756900466, -0.08413657303302502
1751.267885850305, -0.38624788807720845
1762.3927145043772, -0.4792697305247293
1777.316611747151, -0.6021927532180233
1787.6550995212676, -0.729090444992768
1802.7637395008985, -0.8750957202416405
1813.838829725817, -1.0771839408783168
1828.267711173679, -1.484642219007913
1842.4550059656508, -1.916094371042044
1850.8039565736144, -1.6536203522504893
1863.8614784748065, -1.6650703163933829
1875.4292159980105, -2.1009711806104217
1887.4588103633569, -2.0028442586087443
1903.0364126750096, -1.4539023471210997
